281,242,470,149,74,25,11,15
88,420,325,67,47,174,256,299
89,409,211,356,321,393,402,236
207,369,269,382,272,225,205,365
83,357,187,81,464,444,374,304
273,293,374,337,220,112,109,168
333,328,412,167,103,92,202,92
494,8,339,347,58,124,16,20
183,373,170,392,484,480,481,500
190,295,406,421,309,91,67,93
244,252,352,224,209,138,144,151
247,289,145,30,215,273,308,478
0,500,375,492,125,250,360,250
432,135,43,58,477,466,438,215
191,321,470,90,59,8,22,69
217,98,500,497,17,31,160,288
124,213,96,39,447,296,136,458
176,444,222,450,378,381,173,89
122,404,130,351,268,402,381,388
177,242,12,233,481,466,460,489
166,446,178,120,260,409,231,407
22,475,419,164,174,99,189,97
80,441,464,416,120,44,39,331
182,349,430,70,119,190,32,30
68,475,282,122,158,118,345,295
182,222,83,169,441,420,332,405
295,116,132,453,150,426,382,194
327,110,219,489,492,467,354,414
382,131,414,226,62,50,61,86
116,317,160,374,297,421,269,356
171,293,111,0,497,493,43,16
172,242,352,46,35,338,43,113
489,27,151,175,331,241,269,208
193,253,74,207,355,391,427,440
441,112,136,333,328,360,438,449
299,118,0,448,497,500,483,389
353,205,242,85,190,113,127,245
200,213,118,373,399,286,330,279
158,348,30,124,470,478,365,474
121,387,217,405,348,192,167,366
11,479,258,24,31,41,429,170
482,159,215,467,240,163,36,387
29,465,128,171,421,264,424,425
495,8,197,404,213,395,277,176
178,364,408,206,171,101,108,124
306,140,116,66,380,174,448,442
417,82,0,500,487,480,395,138
361,179,483,289,58,14,16,44
387,35,55,485,449,350,155,451
49,453,431,195,199,160,147,179
353,156,4,107,488,499,498,458
248,287,264,97,110,14,383,339
145,436,25,338,409,445,416,478
164,266,364,287,198,162,149,181
412,184,120,403,409,381,193,411
175,386,483,347,23,81,20,130
452,59,316,245,160,184,143,166
69,461,389,21,357,470,9,474
436,45,285,71,128,143,126,394
64,465,423,465,304,363,72,311
9,443,208,238,309,312,344,318
315,249,456,391,52,72,41,144
156,327,275,304,263,214,275,244
272,248,393,192,68,17,117,88
472,19,452,387,254,48,33,34
374,131,377,196,106,121,66,63
384,99,209,124,319,338,186,128
269,330,70,457,151,459,452,457
388,171,17,195,483,482,450,480
1,484,259,455,183,429,80,414
480,21,183,299,307,295,256,234
100,427,55,449,345,293,246,451
299,334,298,301,209,209,264,211
177,327,221,5,195,40,474,6
258,255,295,50,281,406,244,71
208,316,119,487,122,235,455,404
233,212,42,79,485,427,498,494
456,28,10,431,327,409,486,479
307,170,391,404,73,148,99,276
279,216,360,45,303,65,38,282
385,80,81,124,236,287,415,382
77,388,390,235,140,143,119,140
479,28,57,114,467,477,393,449
13,477,430,219,58,343,338,471
351,142,103,162,435,335,434,440
274,367,225,107,343,248,153,349
58,364,13,425,488,489,464,351
313,244,68,249,456,438,390,402
104,422,346,328,176,148,144,262
457,44,153,99,343,326,145,256
197,288,390,309,178,91,117,89
249,252,295,99,176,471,316,487
396,78,163,63,127,429,219,415
99,455,256,317,262,280,356,303
450,45,45,486,64,445,380,359
359,121,244,71,295,185,310,89
96,385,376,33,415,82,76,53
103,379,75,482,390,471,128,448
353,80,177,222,315,268,282,258
215,220,498,455,2,191,1,21
467,13,135,143,354,241,352,207
371,89,107,331,392,380,295,290
225,273,443,248,58,119,72,104
471,67,10,177,496,491,459,491
342,95,331,385,66,233,67,223
111,174,178,321,362,268,324,240
139,350,164,137,369,413,343,423
389,454,241,57,216,408,432,89
441,62,148,32,58,440,208,133
481,26,80,336,258,201,208,161
5,497,98,228,448,401,455,402
301,190,395,126,258,90,71,74
76,274,257,354,217,228,295,339
481,11,144,364,371,267,192,290
304,152,8,326,470,494,494,494
168,346,410,80,224,96,44,37
27,446,241,201,338,330,322,337
398,61,464,451,75,68,317,24
278,269,43,473,290,479,202,334
332,190,250,160,322,271,281,153
140,408,375,331,138,225,115,152
444,151,497,467,49,71,5,316
490,9,33,241,392,382,436,432
484,64,452,248,7,8,49,6
396,65,164,67,426,403,104,218
239,132,205,2,443,3,450,475
176,348,78,176,492,424,483,491
169,284,405,201,196,98,91,76
139,439,294,352,134,264,186,258
216,122,95,190,357,406,344,353
262,378,118,85,213,369,424,446
162,220,152,290,310,381,365,346
154,349,460,166,66,117,59,64
177,402,231,176,297,205,311,330
329,260,466,114,39,117,32,160
324,361,234,146,433,266,394,370
310,153,328,448,386,189,113,93
375,163,427,103,16,14,180,14
461,50,349,497,53,88,398,98
62,400,254,28,84,345,451,63
388,264,439,460,22,290,19,256
279,350,89,27,437,474,102,58
62,408,371,499,42,185,248,413
387,30,401,347,42,109,33,54
246,292,264,116,160,316,360,363
144,316,42,74,475,469,359,448
377,84,157,338,303,275,232,352
327,304,365,221,113,151,114,155
137,372,335,350,134,95,212,115
361,248,185,453,120,339,268,439
263,155,145,479,278,76,164,484
111,414,432,225,110,70,86,134
166,376,1,434,461,472,499,464
223,352,239,248,257,262,265,257
361,62,449,291,22,75,29,46
180,308,186,108,380,216,431,365
113,367,351,401,90,269,88,186
145,372,458,200,107,127,134,288
105,293,396,41,363,56,37,127
33,485,133,390,313,381,449,363
358,153,247,95,56,212,100,261
249,312,347,29,3,20,222,215
189,244,283,141,131,324,154,159
87,452,27,469,485,471,202,318
112,236,302,20,491,493,193,458
407,95,137,276,288,251,298,228
198,325,73,369,447,355,286,428
289,201,154,204,354,254,356,354
321,207,470,343,41,29,29,130
204,191,487,180,79,21,33,18
484,148,17,155,464,457,474,452
208,315,342,2,79,473,5,254
362,232,175,335,351,283,259,377
342,148,338,357,98,257,151,123
87,465,486,500,0,358,250,365
347,144,55,70,489,455,303,490
69,401,185,210,335,287,310,337
380,67,482,201,17,41,20,10
352,145,115,198,352,361,288,377
496,4,7,262,430,423,422,384
16,497,443,357,186,289,119,278
475,80,288,240,179,194,207,206
357,185,263,219,161,159,240,120
118,254,103,36,165,456,477,420
316,293,463,104,15,43,5,9
88,376,292,256,256,254,252,245
120,474,145,7,450,483,438,16
468,74,411,468,286,290,39,89
405,49,53,142,451,436,436,376
73,359,475,174,59,15,26,19
230,236,412,168,55,23,21,27
64,359,91,183,461,455,369,460
448,137,295,355,176,124,90,271
255,276,298,28,54,371,49,427
72,431,167,338,311,341,360,263
51,442,461,436,265,45,87,199
420,108,142,340,187,337,332,279
98,452,213,11,69,496,480,347
79,406,115,275,391,334,402,371
282,425,197,244,299,319,291,321
339,25,215,252,305,308,268,229
385,152,491,370,33,30,70,10
382,85,346,106,61,136,59,266
194,287,86,477,303,316,129,435
233,335,28,174,439,476,457,438
32,466,392,187,161,171,137,214
49,416,325,37,396,55,346,323
292,197,307,148,208,58,73,30
82,428,200,445,307,116,410,276
463,90,190,212,268,291,293,272
84,474,401,340,37,58,108,37
365,129,230,83,178,252,323,95
12,490,362,115,320,154,156,200
427,51,168,142,330,301,337,191
445,26,132,187,367,363,238,362
369,63,88,481,309,132,384,474
400,148,141,377,306,405,277,375
413,79,93,57,428,187,213,260
89,400,126,293,321,379,374,399
157,391,33,55,496,495,375,497
481,33,60,219,402,423,419,366
227,408,482,440,20,14,87,259
178,447,500,325,0,186,250,117
345,151,281,399,284,104,192,192
278,214,145,384,242,248,353,366
165,364,111,126,421,297,293,235
434,95,78,2,487,44,491,498
207,261,159,387,416,390,261,405
225,171,222,397,163,219,388,253
489,28,352,325,175,126,192,264
230,263,480,185,17,94,18,19
318,217,153,302,362,363,290,259
140,362,9,345,492,490,435,468
138,275,344,223,184,193,176,136
382,270,217,332,274,207,411,315
213,164,298,236,151,222,178,169
422,37,409,269,54,68,95,50
409,101,146,68,261,455,255,455
130,324,380,45,43,32,270,210
283,269,358,178,138,235,175,147
355,21,492,469,20,213,20,233
296,125,360,359,215,69,127,76
350,303,461,467,333,267,57,58
485,8,104,447,435,425,357,165
285,251,160,100,334,401,376,216
429,57,297,68,75,83,374,316
375,107,24,500,374,406,22,209
396,144,311,137,107,234,134,114
345,297,357,49,1,200,3,15
325,314,499,270,5,1,25,1
349,103,185,83,307,192,401,138
411,127,234,292,272,221,207,256
288,153,180,257,303,314,297,277
81,356,500,425,10,93,17,1
184,265,42,457,495,488,229,449
110,416,339,427,219,113,331,97
207,308,383,180,128,109,154,173
435,202,425,333,43,140,63,49
286,141,335,38,54,379,373,431
402,57,131,142,243,320,395,381
59,460,312,239,214,253,205,236
145,358,295,396,258,338,115,321
254,319,230,197,273,331,328,247
183,290,213,256,423,320,287,268
450,76,395,312,77,57,68,160
340,135,260,158,213,249,282,198
342,222,347,221,80,70,89,95
317,149,341,144,202,125,149,280
7,480,471,171,143,465,433,258
369,241,327,97,22,151,57,300
169,261,259,497,495,408,189,308
94,352,336,175,162,258,228,147
302,252,112,307,379,378,283,344
107,430,312,158,236,292,224,176
226,385,168,382,453,290,444,298
232,274,127,487,120,449,61,267
148,293,60,82,482,482,340,432
332,173,121,364,381,381,290,274
335,120,206,138,153,256,347,278
369,131,82,193,366,422,396,353
315,254,103,329,277,306,333,271
129,230,5,498,475,176,249,98
381,142,420,331,52,58,59,165
217,215,345,46,313,71,37,319
303,231,241,133,336,319,304,150
323,318,328,4,457,492,36,293
248,154,74,99,369,437,227,448
16,495,154,121,424,306,417,318
21,455,441,74,75,340,81,124
74,462,453,444,270,181,310,72
48,375,392,385,104,310,119,108
153,402,363,317,168,154,250,168
431,106,435,450,8,72,33,210
374,138,249,102,144,154,363,266
230,251,475,368,92,27,138,27
455,60,288,244,132,156,176,161
246,234,388,78,266,182,52,47
48,417,267,179,342,216,243,299
293,156,417,486,110,245,436,142
171,287,240,378,385,399,212,379
471,45,117,407,350,183,425,372
208,152,312,159,290,306,144,189
420,53,191,35,398,373,100,108
5,449,400,377,127,250,193,204
269,304,124,272,364,327,356,378
493,4,279,117,92,135,260,141
48,478,207,121,267,158,374,310
210,359,197,10,487,178,294,496
66,403,414,297,104,104,106,194
295,202,108,297,329,336,392,395
40,359,458,143,70,87,116,368
307,307,364,175,119,49,110,34
359,193,143,352,231,299,306,350
438,29,269,150,232,328,188,250
284,136,24,487,348,92,274,279
274,188,436,492,469,22,23,362
322,122,201,374,268,227,261,130
463,53,132,8,35,485,404,186
437,153,155,137,122,363,1,386
34,440,64,465,468,133,295,440
394,85,372,405,240,154,176,14
141,236,70,481,478,433,147,388
191,199,310,115,122,258,190,296
39,374,370,248,290,209,162,112
1,486,50,87,283,475,464,482
244,423,480,78,7,9,100,9
0,500,499,209,55,278,171,32
342,165,450,39,5,167,21,5
221,191,57,388,487,409,439,458
423,85,329,12,12,184,154,336
450,180,322,284,159,260,204,162
350,246,195,126,344,292,243,395
414,67,400,475,310,372,49,222
436,34,65,462,196,189,445,286
52,418,314,15,27,255,176,466
478,17,154,460,286,269,70,370
174,385,373,211,145,116,139,101
421,146,34,287,449,458,409,459
494,13,314,384,131,14,11,56
402,101,394,245,74,123,88,103
220,251,203,436,387,284,318,347
293,262,364,46,68,38,72,345
48,446,205,477,487,228,344,468
450,37,309,371,30,125,40,132
359,115,290,286,206,189,156,202
146,412,242,307,270,317,296,241
181,349,91,423,444,324,193,357
112,429,396,26,206,15,190,27
282,367,321,215,204,206,177,166
269,331,270,258,235,225,257,226
419,144,464,411,76,27,98,169
307,295,371,59,74,344,91,234
336,155,147,77,307,409,413,202
413,209,125,376,141,374,303,424
454,34,426,363,119,61,253,141
366,18,293,388,308,145,289,149
437,76,277,8,262,11,38,461
465,11,55,315,376,365,327,308
30,427,328,82,129,350,365,83
433,36,124,123,372,383,417,237
107,367,334,105,71,64,68,106
346,180,156,495,418,328,151,23
452,181,332,290,155,276,137,282
314,189,253,4,488,148,12,4
271,161,186,267,357,319,274,298
381,121,475,418,50,107,17,256
52,453,240,204,321,330,305,317
91,385,228,6,366,262,217,497
119,340,316,359,133,265,273,224
211,94,91,482,440,212,264,261
352,183,158,205,321,292,246,312
51,412,384,414,389,169,314,125
383,270,34,280,397,455,470,460
421,74,216,406,167,183,131,342
180,335,164,338,359,264,264,319
199,342,353,46,54,272,53,361
228,245,489,472,203,39,9,265
294,248,306,357,296,175,122,171
447,4,364,257,83,119,112,75
11,479,458,258,431,353,280,310
299,211,143,66,325,187,457,491
122,429,367,156,80,116,323,183
83,172,64,358,421,448,299,445
478,12,431,147,30,45,175,39
168,357,488,392,14,153,28,48
380,196,381,415,63,312,189,80
221,416,413,350,99,173,121,226
368,125,352,231,144,106,155,117
395,202,17,431,444,412,343,480
429,153,393,369,241,131,110,278
42,463,281,320,314,267,311,335
498,6,125,309,246,271,315,330
351,106,311,8,436,452,18,115
172,269,188,406,410,360,191,228
88,415,120,60,441,183,452,420
414,172,371,459,274,348,231,69
207,269,304,16,19,403,389,248
121,450,105,345,402,419,345,288
52,474,217,218,328,320,321,266
462,158,417,169,5,1,52,6
387,345,249,104,71,71,61,291
173,287,0,400,500,500,500,419
15,443,473,193,85,91,77,99
218,336,116,33,449,104,114,464
278,211,475,427,193,118,29,71
74,378,296,106,233,387,171,246
300,80,18,59,487,322,489,488
339,234,243,404,275,330,84,169
132,414,496,296,50,13,6,13
150,395,482,232,86,24,21,21
30,454,81,270,348,426,440,431
132,335,405,12,75,387,349,9
409,49,368,270,156,179,105,142
116,434,376,272,155,207,167,147
333,79,286,211,191,208,202,199
208,331,297,81,452,215,362,202
54,457,484,48,13,298,12,12
472,44,203,302,269,214,280,227
202,236,87,384,210,390,391,417
236,305,473,485,348,151,330,23
270,146,347,34,109,476,130,475
165,332,234,97,422,388,202,342
483,20,234,330,190,246,319,204
184,379,94,478,485,483,276,124
120,319,74,142,440,341,465,462
119,257,125,143,424,254,427,374
372,116,41,496,471,397,423,34
429,123,93,20,276,232,187,473
375,216,54,446,403,444,164,303
54,424,120,373,395,341,323,276
244,363,195,287,347,326,334,254
48,445,461,171,78,74,116,78
422,144,363,86,323,69,296,295
210,274,29,372,473,334,459,454
407,87,394,125,37,36,125,53
448,103,199,22,64,445,180,74
67,463,29,401,488,383,400,451
233,241,386,125,119,85,57,45
351,63,253,232,262,219,240,250
132,472,488,456,67,93,31,244
423,149,92,62,437,398,468,268
69,450,391,105,241,70,83,179
471,21,224,411,89,127,348,222
450,30,369,256,96,149,110,157
197,225,159,470,259,233,410,84
388,130,97,115,294,450,403,447
41,411,145,466,420,455,112,411
139,315,286,34,257,263,36,394
356,132,69,360,311,452,442,445
179,289,399,246,154,140,121,128
402,101,155,490,44,214,373,291
369,133,462,371,99,63,140,68
400,129,111,317,275,339,399,309
117,358,483,185,15,22,6,31
388,50,457,418,179,31,206,39
272,309,151,369,354,298,188,318
79,476,117,386,421,234,429,449
132,421,42,6,86,399,497,497
181,243,317,409,246,163,346,124
111,419,31,399,470,458,459,284
428,30,417,393,73,145,26,42
256,182,303,398,175,219,360,322
373,152,418,160,104,68,44,42
396,65,500,407,3,2,51,1
249,245,62,39,480,142,475,430
262,126,258,99,208,130,401,210
163,218,389,54,55,260,72,295
214,282,348,254,164,188,159,187
28,456,377,442,319,311,108,91
439,118,247,321,166,238,257,175
303,247,350,11,149,161,8,325
460,147,171,7,472,38,93,310
10,491,444,187,50,86,46,90
185,380,55,272,423,446,451,376
298,265,35,96,467,474,478,467
0,499,272,201,354,345,301,327
433,141,401,500,408,3,10,170
235,243,366,36,403,413,157,382
4,500,495,70,205,5,39,5
380,93,63,231,411,408,403,407
78,437,347,124,304,132,199,213
57,459,337,394,384,248,236,157
10,493,457,500,310,24,394,230
471,14,184,314,230,123,204,124
309,239,233,85,141,295,12,418
288,311,278,311,209,98,211,205
188,341,398,385,204,289,315,149
195,253,280,243,249,207,224,221
222,190,230,247,349,318,314,252
132,381,325,117,191,135,137,332
354,173,207,281,268,232,190,211
80,377,471,475,52,15,242,248
253,159,264,486,444,119,140,146
498,0,264,188,172,123,92,116
211,173,85,125,438,304,397,438
227,240,484,444,71,235,78,17
266,242,331,336,253,226,134,128
291,263,114,313,392,270,390,380
118,415,152,464,202,109,418,60
111,447,484,468,283,25,282,212
298,148,437,459,70,19,77,263
255,298,229,44,408,429,376,83
287,238,155,451,214,232,207,429
115,422,402,71,92,265,222,42
128,418,403,218,112,90,123,94
221,304,124,476,157,459,334,165
411,55,453,439,282,94,28,107
198,402,370,161,181,104,238,131
104,447,486,350,8,10,60,24
449,135,92,279,384,354,355,333
23,452,474,208,96,38,30,10
287,135,390,266,149,126,129,94
307,275,221,17,315,463,32,409
402,206,107,107,423,420,327,218
398,500,83,272,125,334,125,233
273,393,131,126,423,373,248,415
392,128,367,373,153,155,212,294
133,201,240,488,307,475,154,181
90,421,159,415,366,174,405,292
137,361,340,60,40,318,56,114
70,375,102,309,345,459,451,410
335,225,43,376,440,408,465,480
115,369,244,98,217,419,315,343
314,262,396,422,49,306,107,85
181,299,458,31,56,16,10,289
290,139,443,414,59,188,148,216
271,269,355,418,190,298,92,83
189,253,171,232,320,358,363,313
404,138,106,302,336,363,375,382
395,154,227,412,208,379,176,375
41,448,228,341,199,317,247,297
66,370,53,143,479,364,457,460
183,425,160,186,281,348,354,353
247,111,409,200,36,51,62,77
108,425,144,182,368,303,315,368
261,158,42,347,456,377,430,441
268,257,73,394,448,258,395,325
437,11,7,113,493,494,481,484
429,104,116,21,156,446,127,439
439,126,426,50,24,100,198,14
320,139,268,355,283,175,198,126
300,149,431,278,94,74,125,88
248,195,129,31,123,464,431,228
311,78,445,199,56,14,13,28
301,294,403,333,187,118,104,142
169,334,500,201,2,28,10,3
39,485,203,277,324,276,315,332
336,161,443,358,68,171,50,60
428,119,279,196,182,128,190,122
283,74,82,280,430,400,363,414
71,439,469,80,11,16,8,160
204,324,45,127,462,295,447,468
259,133,3,232,498,485,489,491
268,259,41,123,454,486,464,479
11,484,133,314,348,396,409,373
492,11,64,76,323,389,442,323
17,479,297,15,25,425,423,249
475,25,273,393,369,126,205,188
444,104,190,215,287,274,255,244
34,482,467,377,88,90,176,224
106,364,249,420,175,383,406,369
315,324,53,496,88,347,460,325
322,196,377,88,61,76,12,12
180,390,266,240,272,247,235,245
149,313,51,384,260,456,441,411
276,215,392,318,82,88,144,172
150,423,22,408,449,313,487,256
37,444,432,487,271,299,47,352
108,411,141,344,270,371,352,413
213,225,426,266,80,115,102,126
353,67,445,115,42,129,34,43
347,114,279,434,132,255,387,157
183,294,122,367,402,313,305,422
247,116,250,33,57,419,405,68
27,467,331,342,167,163,165,274
404,119,194,232,282,260,262,274
92,432,426,427,224,40,222,121
10,484,380,128,309,131,125,210
482,10,116,469,175,277,399,71
98,380,268,360,202,355,236,250
466,7,9,417,457,495,492,456
158,393,341,223,237,175,190,199
348,254,218,289,293,300,242,257
479,16,68,30,477,199,463,447
75,437,400,101,63,84,241,266
453,108,68,62,470,362,291,469
175,309,499,331,1,3,38,2
213,354,172,495,457,126,463,295
437,84,343,304,218,131,121,126
205,161,231,437,120,388,169,348
235,373,19,313,479,478,377,489
469,120,98,385,282,415,325,252
331,189,214,428,125,218,140,345
24,475,500,492,9,15,312,8
253,253,23,6,500,187,155,495
412,303,91,64,424,485,484,417
376,211,63,128,423,427,327,437
143,334,482,454,136,80,32,7
273,371,349,305,273,383,249,292
55,471,443,242,109,69,122,114
83,439,440,182,444,222,106,402
162,319,4,490,346,483,483,208
169,389,143,154,433,433,286,439
24,487,182,463,445,359,166,276
260,329,150,241,311,341,329,324
138,270,276,94,84,218,85,287
174,246,217,324,295,230,371,308
64,478,483,372,28,27,21,131
211,343,350,471,420,177,420,133
26,457,188,193,232,347,348,296
158,343,243,442,385,362,213,277
465,25,451,257,58,22,40,35
453,75,23,40,489,467,283,487
224,368,307,387,134,282,230,324
185,297,335,211,249,220,171,113
70,280,268,117,160,340,381,361
319,190,372,307,121,134,172,163
302,171,123,100,418,372,450,353
420,35,64,372,308,381,425,331
213,307,18,500,461,342,68,355
296,194,17,374,475,413,486,367
74,313,204,41,114,104,431,108
24,492,144,5,489,110,67,486
296,137,305,279,196,236,191,194
92,378,58,462,458,332,310,283
146,380,498,464,9,134,2,78
9,492,456,108,60,153,103,223
328,116,284,148,225,318,355,178
61,370,292,213,215,204,200,218
375,268,25,199,451,443,490,485
146,366,369,490,282,23,178,390
242,229,271,306,265,260,271,185
445,33,101,67,183,304,371,444
365,369,282,40,182,124,420,70
347,213,398,107,51,52,29,214
82,448,497,131,22,5,1,2
362,157,229,314,312,245,326,306
69,435,310,215,271,222,256,262
262,186,211,14,495,452,51,434
169,208,104,131,399,435,388,441
448,35,100,269,232,240,244,271
136,405,354,94,306,272,306,150
330,136,248,18,24,280,80,403
73,443,234,217,304,251,302,282
46,476,173,149,332,413,382,427
422,63,55,91,438,456,194,467
148,486,277,458,420,157,338,321
134,373,165,154,376,378,354,227
263,361,326,72,169,310,393,87
69,142,381,426,341,353,120,125
5,473,401,265,53,29,44,55
125,500,250,491,375,222,375,250
256,189,479,297,32,62,89,30
290,377,7,498,410,488,175,437
100,342,379,165,127,271,153,139
201,438,323,500,76,250,125,356
248,65,490,371,64,6,8,38
112,366,256,315,303,286,216,262
349,178,5,403,496,480,494,354
154,373,220,46,202,373,173,446
383,65,71,279,381,373,342,349
67,311,242,19,69,78,453,413
178,364,408,206,171,101,108,124
48,466,180,111,398,435,482,476
78,482,333,302,239,379,386,310
64,369,488,375,82,111,76,24
68,460,337,105,164,89,265,351
278,367,16,380,347,479,489,488
48,462,329,31,88,364,477,303
340,189,27,359,405,398,407,469
421,109,418,188,62,51,24,48
150,383,214,247,330,325,385,314
483,5,10,36,486,249,243,434
259,200,78,125,446,351,396,452
298,300,130,213,383,383,328,380
323,98,221,1,496,10,492,80
4,474,297,161,333,206,302,274
447,56,51,339,284,304,188,387
30,449,166,481,104,362,463,436
375,500,375,500,125,250,0,250
0,499,463,328,115,202,40,36
318,375,136,496,366,351,260,249
47,459,411,83,292,54,60,157
34,457,376,216,143,151,209,140
383,110,496,462,9,8,218,108
335,212,369,128,284,77,66,92
237,273,73,326,392,353,424,288
300,158,94,301,330,407,396,413
455,95,236,185,235,269,278,184
168,136,85,38,462,193,410,407
386,104,485,372,79,9,23,11
313,231,58,164,433,425,439,469
415,72,88,359,261,416,241,409
203,297,296,269,192,222,245,227
353,158,0,351,500,500,390,497
180,325,261,241,227,266,203,223
126,332,393,197,111,110,224,131
425,74,104,97,174,389,422,394
134,276,253,92,274,458,482,344
391,128,305,497,55,341,469,330
7,478,412,78,365,118,188,133
381,43,209,177,221,288,219,182
247,314,439,400,75,41,126,16
31,465,430,284,111,97,94,149
385,213,75,34,378,402,486,453
138,345,58,283,359,450,452,428
68,381,334,311,141,222,198,162
434,124,275,103,86,9,151,35
221,293,492,480,21,298,18,46
109,413,328,277,244,246,279,244
440,153,19,228,409,461,451,463
322,197,184,92,387,249,228,284
256,362,93,129,393,414,411,226
272,243,479,343,14,6,59,8
254,329,102,24,343,306,495,495
335,174,221,217,306,275,304,277
167,203,390,159,68,95,245,77
450,86,81,305,294,395,345,382
496,8,102,163,245,329,293,301
243,289,126,321,331,376,285,365
178,321,142,198,336,355,379,397
352,127,424,428,119,195,17,28
398,141,12,329,398,485,475,486
112,236,302,20,491,493,193,458
113,294,0,434,410,500,500,448
100,445,266,256,301,300,303,298
350,96,126,135,483,264,156,462
444,121,433,345,79,74,91,220
180,138,275,211,258,216,216,247
458,35,250,465,100,243,412,286
125,407,121,86,497,495,498,347
325,68,299,209,178,170,100,122
66,402,95,425,450,247,314,470
39,447,260,286,258,227,282,280
66,454,157,291,315,349,359,303
467,69,313,248,150,191,163,161
441,89,183,52,338,427,93,194
108,437,65,218,448,403,444,425
438,104,20,275,458,488,477,477
163,288,427,54,53,20,210,10
247,389,65,346,444,416,333,444
128,419,333,19,32,29,300,429
253,183,136,392,399,247,263,397
